代码	名称(800)	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	溢价%	买量	卖量	未匹配量	委比%	量涨速%	短换手%	2分钟金额	主力净额	主力净比%	昨成交额	开盘金额	开盘抢筹%	开盘昨比%	开盘昨封比%	开盘换手Z	竞价涨停买	竞价量比	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	连涨天	昨涨幅%	3日涨幅%	5日涨幅%	10日涨幅%	20日涨幅%	60日涨幅%	一年涨幅%	月初至今%	年初至今%	年涨停天	流通股本Z	换手Z	流通市值Z	市值增减	市盈(TTM)	市盈(静)	贝塔系数	距5日线%	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收账款(亿)	合同负债(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
003035	南网能源	-0.22	4.54	-0.01	4.53	4.54	134906	1106	0.22	          0.60	4.54	4.59	4.52	4.55	    84.80	6137.40	  0.81	电能综合服务	广东	1.54	4.55	81980	52926	  1.55	0.00	1649	15	--  	20.66	          1.02	          0.03	50.21	0.00	   0.00	9068.13	18.89	-0.21	0.21	--  	          0.00	--  	0.95	--  	--  	         22.58	        102.51亿	        171.97亿	  1.08	   2576	-2	-2.36	-2.57	-0.88	-1.74	-1.95	13.50	-15.30	-0.44	-13.52	1	   10.16亿	          1.33	         46.12亿	         -0.38亿	148.65	55.46	0.76	-1.30	KDJ死叉	1	10	9	-0.22	0.88	-0.66	0.00	-1.09	0.44	20241211	20210119	         37.88	--  	--  	199.92	68.68	          8.80	61.25	45.51	122.08	0.90	36.91	11.22	0.23	28.92	0.39	10.61	22.79	14.71	2.24	0.42	2.32	1.68	1.52	1.46	18.25	9.98	1.85	116354.00	          8730	3.96万	-56.15	3.78	          2.50	17.23	7.55	0.33	0.040㈢	          1.81	          0.28	          0.48	          0.26	         34.35	   2.21㈢	         35.43	          9.83	          7.38	0.05	534	003035	--  	--  	--  	
300001	特锐德	-1.84	22.35	-0.42	22.33	22.35	141123	2276	0.22	          1.37	22.72	22.98	22.24	22.77	    39.63	31934.80	  0.79	输变电设备	山东	3.25	22.63	79041	62082	  1.27	0.00	244	303	--  	0.61	          1.67	          0.07	508.68	0.00	   0.00	61380.11	146.77	0.00	0.24	--  	          0.01	--  	1.97	--  	--  	         10.28	        229.75亿	        235.95亿	 -0.55	   3946	-1	0.84	-1.02	0.27	-1.45	-0.40	26.56	14.38	-0.88	11.75	0	    6.91亿	          2.04	        154.52亿	         -4.43亿	33.58	48.94	1.00	-1.11	平台整理	10	6	8	-0.22	0.92	-2.33	-0.61	-2.74	0.49	20241029	20091030	         10.56	--  	--  	239.66	69.07	          9.72	67.12	152.13	35.46	7.68	130.84	15.25	18.36	83.36	8.66	35.73	104.90	83.37	4.65	0.45	4.47	4.34	4.47	3.85	25.49	-3.26	-12.43	63295.00	         10923	24.41万	101.23	11.56	          3.42	-72.47	2.25	0.43	0.440㈢	          6.54	          3.38	          2.41	         -0.31	         28.82	   6.46㈢	         20.52	          4.43	          4.13	3.87	9299	300001	--  	--  	--  	
300002	神州泰岳	-3.69	12.26	-0.47	12.26	12.27	763242	4632	0.08	          4.19	12.70	12.78	12.15	12.73	    16.50	94038.64	  0.79	游戏	北京	4.95	12.32	409810	353432	  1.16	0.00	1332	1417	--  	8.26	          0.69	          0.06	567.88	0.00	   0.00	127078.34	851.28	0.00	0.67	--  	          0.04	--  	2.40	--  	--  	         18.21	        223.21亿	        240.61亿	 -2.39	   4521	-2	-0.55	-3.47	-5.03	-0.97	-1.60	33.84	27.70	1.40	39.47	0	   17.78亿	          4.29	        217.94亿	         -9.22亿	17.62	28.16	1.59	-3.16	-- -- 	4	12	3	-0.24	0.39	-4.56	-3.22	-4.07	0.91	20241120	20091030	         19.63	--  	--  	78.24	68.32	          0.10	12.55	48.11	3.35	1.46	9.51	16.46	2.86	6.77	2.18	7.39	45.14	17.17	12.31	0.31	12.30	10.81	10.94	8.32	39.29	12.37	-4.54	96655.00	         18391	22.55万	94.33	11.42	          3.52	19.45	5.33	0.47	0.560㈢	          3.48	          0.38	          2.00	          0.63	         87.33	  16.01㈢	         61.95	         27.28	         23.95	2.72	4083	300002	--  	--  	--  	
300003	乐普医疗	-0.25	12.02	-0.03	12.02	12.03	162997	2188	0.00	          1.01	12.02	12.09	11.92	12.05	    21.12	19561.64	  0.68	医疗耗材	北京	1.41	12.00	87301	75696	  1.15	0.00	222	819	--  	-51.05	          1.49	          0.04	263.00	0.00	   0.00	32775.08	95.56	0.00	0.29	--  	          0.01	--  	0.56	--  	--  	         16.16	        194.25亿	        226.05亿	  1.05	   3443	-2	-2.82	-2.28	-1.40	-1.07	-0.33	29.53	-24.97	-0.08	-23.39	0	   11.80亿	          1.38	        141.88亿	         -0.56亿	32.04	18.01	1.51	-1.48	KDJ死叉	1	2	11	-0.25	0.33	-1.08	-0.41	-0.58	0.84	20241026	20091030	         18.81	--  	--  	250.06	157.97	         15.04	30.81	87.33	40.50	17.02	26.28	33.41	22.16	18.99	2.38	35.28	47.85	17.80	9.11	-0.12	9.03	7.83	8.03	7.34	101.43	4.23	-9.03	94003.00	         12557	15.09万	-40.70	-23.55	          1.45	53.43	4.72	3.86	0.430㈢	          8.29	          1.88	          5.39	          0.22	         63.17	   5.08㈢	         62.80	         19.03	         16.37	5.57	10221	300003	--  	--  	--  	
300009	安科生物	-0.11	9.06	-0.01	9.05	9.06	131070	1613	0.00	          1.07	9.06	9.14	9.00	9.07	    19.32	11878.21	  0.57	基因药物	安徽	1.54	9.06	68258	62812	  1.09	0.00	1624	407	--  	7.70	          1.13	          0.03	146.14	0.00	   0.00	19764.15	81.72	0.33	0.41	--  	          0.01	--  	0.53	--  	--  	         12.22	        110.69亿	        151.88亿	  1.19	   3051	-2	-2.47	-1.09	-1.09	-0.00	-0.66	17.05	-12.04	1.23	-9.13	0	   10.82亿	          1.21	         98.02亿	         -0.17亿	19.43	17.95	1.01	-0.88	KDJ死叉	1	10	11	-0.11	0.77	-0.77	-0.11	-0.88	0.67	20241129	20091030	         16.76	--  	--  	49.91	39.38	          1.95	17.20	22.41	7.37	4.22	7.00	3.53	3.06	5.10	0.17	5.46	19.21	4.28	6.99	0.15	6.98	6.00	5.90	5.55	15.70	4.21	0.92	66605.00	         16244	14.72万	-9.89	-4.95	          3.86	36.08	7.90	2.75	0.350㈢	          2.35	          0.33	          0.94	          0.25	         78.90	  14.98㈢	         77.75	         36.40	         31.22	1.29	2986	300009	--  	--  	--  	
300012	华测检测	1.21	13.35	0.16	13.35	13.36	503061	3978	-0.36	          3.51	13.19	13.60	13.12	13.19	    22.57	67050.91	  1.29	检测服务	深圳	3.64	13.33	265814	237247	  1.12	0.00	267	192	--  	-66.39	          1.34	          0.10	531.07	0.00	   0.00	66041.15	192.61	-0.07	0.29	--  	          0.01	--  	0.94	--  	--  	         14.32	        191.14亿	        224.66亿	  2.51	   4368	1	-1.93	0.38	2.38	-1.11	-1.83	27.51	-10.76	-1.19	-5.32	0	   13.52亿	          3.72	        180.46亿	          2.69亿	24.23	24.39	1.30	0.30	空头排列	1	10	11	0.00	3.11	-0.53	1.06	-1.84	1.75	20241025	20091030	         16.83	--  	--  	89.32	67.46	          2.28	21.92	39.16	26.19	1.64	14.52	8.53	0.92	20.62	0.56	4.14	43.96	21.60	8.36	0.31	8.34	7.52	7.47	7.01	44.24	2.74	-5.96	49606.00	         27250	36.38万	0.79	7.71	          3.33	82.11	5.11	0.75	0.450㈢	          4.01	          0.25	          2.63	          0.16	         75.53	  11.07㈢	         50.88	         19.02	         17.11	3.86	13021	300012	--  	--  	--  	
300017	网宿科技	1.79	10.23	0.18	10.22	10.23	2223049	28850	0.59	          9.74	10.13	10.45	9.92	10.05	    43.65	226866.10	  1.56	云基础设施服务	上海	5.27	10.21	1118102	1104947	  1.01	0.00	1081	1051	--  	-17.29	          1.55	          0.36	2951.35	0.00	   0.00	240058.09	773.83	0.10	0.32	--  	          0.04	--  	2.89	--  	--  	         22.83	        233.57亿	        249.71亿	  3.09	   4715	2	2.45	4.28	7.68	5.03	13.92	53.14	41.30	7.12	34.61	0	   19.72亿	         11.28	        201.69亿	          4.39亿	39.80	40.01	1.47	3.33	上穿BOLL上轨	14	6	12	0.80	3.98	-1.29	1.59	-2.11	3.13	20241209	20091030	         24.41	--  	--  	119.84	95.96	          1.91	18.34	77.80	7.50	0.35	21.42	19.73	0.20	11.20	0.88	24.57	36.10	25.11	4.83	0.37	4.85	4.35	4.29	3.04	41.25	7.57	1.20	144848.00	         13611	13.92万	0.79	2.64	          2.60	32.98	6.92	2.47	0.180㈢	          3.93	          1.01	          1.69	          0.31	         80.07	   4.47㈢	         30.45	         13.37	         12.06	3.35	1935	300017	--  	--  	--  	
300024	机器人	-3.58	21.00	-0.78	21.00	21.01	1180601	10478	0.10	          7.75	21.50	22.15	20.81	21.78	--  	252566.22	  0.60	机器人	辽宁	6.15	21.39	611220	569380	  1.07	0.00	1331	301	--  	68.09	          0.91	          0.20	2200.37	0.00	   0.00	408952.58	1982.73	-0.36	0.48	--  	          0.08	--  	2.52	--  	--  	         15.23	        319.84亿	        328.78亿	 -2.28	   4737	-4	-0.95	-4.54	-6.42	2.54	21.95	126.79	73.55	5.21	76.92	1	   11.29亿	         10.46	        237.04亿	        -12.21亿	1199.76	702.04	1.64	-4.33	MACD死叉	8	8	3	-1.29	1.70	-4.45	-1.79	-5.19	0.91	20241028	20091030	         15.66	--  	--  	121.49	43.49	          4.93	60.15	83.23	13.21	5.46	62.29	16.12	38.03	13.99	22.60	27.50	24.31	20.81	-1.23	-0.16	-1.24	-1.06	-1.00	-1.62	-1.25	-2.19	-0.39	144050.00	          7836	16.46万	-25.32	0.75	          7.56	-150.33	13.53	0.00	-0.060㈢	          2.78	          1.76	         -0.08	         -0.14	         35.80	  -2.29㈢	         14.40	         -5.07	         -4.37	1.33	3378	300024	--  	--  	--  	
300037	新宙邦	-2.05	37.34	-0.78	37.34	37.35	70184	1112	0.05	          1.28	37.82	38.20	37.10	38.12	    30.10	26368.58	  0.69	电池化学品	深圳	2.89	37.57	38279	31905	  1.20	0.00	10	102	--  	12.17	          1.41	          0.04	414.92	0.00	   0.00	47656.61	90.77	0.00	0.19	--  	          0.01	--  	1.21	--  	--  	          5.46	        203.97亿	        281.50亿	 -0.75	   3619	-6	-2.01	-4.99	-5.35	-8.48	-7.33	17.20	-16.93	-8.90	-20.04	0	    4.79亿	          1.47	        178.77亿	         -5.88亿	31.39	28.42	1.27	-3.29	空头排列	10	10	11	-0.79	0.21	-2.68	-1.44	-2.25	0.65	20241029	20100108	          7.54	--  	--  	171.43	95.49	          4.81	41.49	79.01	37.44	7.77	44.97	10.25	10.52	23.50	0.30	28.92	56.67	41.32	8.29	0.14	8.25	7.07	7.01	7.06	52.45	-1.90	-19.20	30443.00	         15727	58.72万	-12.00	1.51	          3.04	-148.28	4.97	1.57	0.930㈢	         12.30	          3.84	          6.96	         -0.25	         55.70	   7.35㈢	         27.09	         14.64	         12.48	2.75	4133	300037	--  	--  	--  	
300054	鼎龙股份	-3.04	26.11	-0.82	26.10	26.11	155405	969	0.04	          2.13	26.77	26.93	25.90	26.93	    48.82	40837.92	  0.90	半导体材料	湖北	3.82	26.28	94104	61301	  1.54	0.00	202	86	--  	52.23	          0.59	          0.03	253.01	0.00	   0.00	40248.68	162.49	0.00	0.40	--  	          0.01	--  	1.57	--  	--  	          7.28	        190.13亿	        244.99亿	 -1.75	   4106	-2	-1.57	-4.36	-3.04	-5.23	-1.06	38.01	7.76	-6.42	7.89	0	    6.59亿	          2.36	        172.03亿	         -7.69亿	59.87	113.82	1.00	-3.48	均线粘合	10	12	2	-0.59	0.00	-3.82	-2.41	-3.04	0.81	20241129	20100211	          9.38	--  	--  	72.16	43.40	          3.65	34.79	29.16	18.07	3.30	13.47	10.85	5.46	10.00	0.10	12.43	24.26	12.99	5.31	0.08	5.31	4.72	3.76	3.43	19.59	6.09	-0.36	37000.00	         17807	46.49万	113.51	29.54	          5.64	40.25	10.10	0.00	0.400㈢	          4.63	          1.32	          2.09	          0.65	         60.15	   8.67㈢	         46.45	         21.89	         19.46	3.36	3875	300054	--  	--  	--  	
300058	蓝色光标	-4.77	11.38	-0.57	11.38	11.39	4465433	40352	0.35	         18.23	11.85	11.85	11.00	11.95	   175.12	507880.81	  0.89	互联网广告	北京	7.11	11.37	2539065	1926367	  1.32	0.00	10557	6176	--  	9.42	          1.00	          0.38	4592.08	0.00	   0.00	840574.82	8250.33	0.00	0.98	--  	          0.28	--  	1.11	--  	--  	         24.50	        278.76亿	        287.55亿	 -3.47	   4758	-1	3.64	-1.30	-1.89	2.43	22.89	112.71	38.61	3.83	58.72	1	   24.50亿	         18.23	        278.76亿	        -14.40亿	--  	258.99	1.35	-1.90	KDJ金叉	8	8	3	-0.84	-0.84	-7.95	-4.85	-3.97	3.45	20241112	20100226	         25.27	--  	--  	211.95	79.57	         -0.06	62.49	151.75	0.92	0.04	124.60	35.78	0.10	104.04	10.60	38.15	454.23	441.42	1.56	0.37	1.53	1.19	1.23	1.23	14.96	-9.24	-5.21	167262.00	         14645	16.67万	-57.23	25.09	          3.61	-31.12	0.63	0.08	0.050㈢	          3.15	          1.51	          0.59	         -0.37	         37.54	   1.55㈢	          2.82	          0.34	          0.26	0.36	2599	300058	--  	--  	--  	
300070	碧水源	-1.41	5.58	-0.08	5.58	5.59	399728	3436	0.18	          1.16	5.65	5.71	5.55	5.66	--  	22468.43	  0.62	水治理	北京	2.83	5.62	209387	190341	  1.10	0.00	1643	4618	--  	18.84	          0.99	          0.04	191.73	0.00	   0.00	34106.04	135.49	0.00	0.40	--  	          0.01	--  	0.79	--  	--  	         34.35	        191.66亿	        202.23亿	 -0.11	   3457	-3	-3.58	-5.59	-5.43	-5.26	-9.70	74.38	10.93	-4.78	12.72	1	   20.14亿	          1.99	        112.36亿	         -2.90亿	63.30	26.83	1.35	-3.46	-- -- 	10	8	3	-0.18	0.88	-1.94	-0.71	-2.28	0.54	20241202	20100421	         36.24	--  	--  	790.59	271.36	         28.97	62.01	257.81	7.63	208.63	265.13	41.04	2.89	122.19	11.77	108.37	47.50	34.31	0.87	-1.29	1.12	0.45	-0.43	-0.58	121.53	-8.03	-1.32	87229.00	         23084	12.88万	-110.80	-11.88	          0.75	-25.18	4.26	0.76	-0.010㈢	          7.49	          2.99	          3.35	         -0.22	         34.32	  -0.16㈢	         27.77	          1.82	          0.94	1.84	5129	300070	--  	--  	--  	
300073	当升科技	-1.68	42.06	-0.72	42.06	42.07	120090	1217	0.17	          2.38	42.78	42.89	41.60	42.78	    34.41	50678.55	  0.75	电池化学品	北京	3.02	42.20	61321	58769	  1.04	0.00	60	8	--  	60.80	          1.19	          0.08	511.87	0.00	   0.00	77647.37	230.16	0.00	0.30	--  	          0.01	--  	1.33	--  	--  	          5.05	        212.56亿	        213.03亿	 -0.38	   4074	-2	-2.88	-4.32	-7.05	-9.47	-11.13	30.58	16.64	-8.31	12.31	1	    3.88亿	          3.10	        163.16亿	         -3.65亿	24.16	11.26	1.73	-3.13	空头排列	1	12	9	0.00	0.26	-2.76	-1.36	-1.94	1.11	20241026	20100427	          5.07	--  	--  	168.88	131.58	          5.00	19.13	117.32	37.95	2.77	25.63	59.54	10.10	23.56	0.59	71.63	55.25	48.00	5.07	0.17	5.13	4.38	4.64	3.22	53.72	11.52	3.04	88059.00	          4405	18.53万	-68.87	-55.95	          1.62	18.49	3.86	1.76	0.920㈢	         25.98	         14.14	         10.61	          2.27	         77.91	   3.53㈢	         13.13	          9.18	          7.92	3.06	1721	300073	--  	--  	--  	
300114	中航电测	-3.55	69.22	-2.55	69.21	69.22	107481	1159	-0.05	          1.82	71.19	71.47	69.20	71.77	   297.11	75255.24	  0.68	军工电子	陕西	3.16	70.02	61731	45750	  1.35	0.00	398	166	--  	43.56	          1.16	          0.09	802.26	0.00	   0.00	132795.53	192.21	0.00	0.14	--  	          0.01	--  	0.16	--  	--  	          5.91	        408.92亿	        408.92亿	 -2.25	   4240	-2	-1.01	0.74	3.29	0.61	1.42	70.54	49.67	0.61	58.22	1	    2.73亿	          3.94	        188.94亿	        -15.06亿	414.81	431.91	1.31	-1.06	-- -- 	10	10	8	-0.81	-0.42	-3.58	-2.44	-3.15	0.03	20241203	20100827	          5.91	--  	--  	41.36	24.92	          0.40	38.79	24.66	8.83	1.82	10.41	2.96	7.31	12.14	0.70	0.95	11.88	7.50	1.05	0.17	1.04	1.04	1.03	0.83	14.11	-2.76	-1.86	65905.00	          4142	28.67万	4.08	-3.05	         16.41	-148.23	34.41	0.00	0.180㈢	          4.22	          0.16	          2.39	         -0.47	         60.24	   4.14㈢	         36.91	          8.82	          8.73	1.32	3380	300114	--  	--  	--  	
300118	东方日升	0.07	13.56	0.01	13.56	13.57	222503	3325	0.30	          2.40	13.53	13.72	13.47	13.55	--  	30187.31	  0.64	光伏电池组件	浙江	1.85	13.57	109038	113465	  0.96	0.00	197	239	--  	46.59	          1.49	          0.08	450.87	0.00	   0.00	51196.57	155.87	0.15	0.30	--  	          0.01	--  	0.75	--  	--  	          9.27	        125.68亿	        154.59亿	  1.37	   4002	1	-3.35	-3.55	-3.56	-9.36	1.42	39.79	-12.52	-6.93	-22.29	1	    8.56亿	          2.60	        116.08亿	          0.11亿	--  	11.33	1.76	-2.09	-- -- 	12	8	9	-0.15	1.25	-0.59	0.15	-1.17	0.67	20241029	20100902	         11.40	--  	--  	465.76	132.93	          0.22	71.41	187.33	173.45	10.77	244.44	66.65	46.16	44.12	15.94	98.36	149.03	136.21	-18.89	0.43	-19.00	-15.56	-15.60	-17.34	23.61	-43.95	-18.64	84320.00	         10153	13.77万	-221.90	-46.81	          1.16	-3.52	1.04	1.46	-1.370㈢	         11.66	          8.63	          2.07	         -3.86	         28.54	 -11.73㈢	          8.61	        -12.67	        -10.44	4.77	15228	300118	--  	--  	--  	
300136	信维通信	-2.13	25.69	-0.56	25.68	25.69	206616	1452	0.08	          2.51	26.23	26.29	25.51	26.25	    34.96	53444.78	  0.62	消费电子组件	深圳	2.97	25.87	112928	93688	  1.21	0.00	580	328	--  	-16.08	          0.73	          0.04	373.02	0.00	   0.00	77545.86	102.56	0.00	0.13	--  	          0.01	--  	0.47	--  	--  	          8.25	        211.83亿	        248.57亿	 -0.83	   4189	-3	-3.10	-5.76	-1.00	-1.58	-1.34	47.31	11.70	1.46	9.32	0	    7.77亿	          2.66	        199.72亿	         -5.42亿	47.27	48.71	1.48	-3.17	MACD死叉	1	8	8	-0.08	0.15	-2.82	-1.45	-2.28	0.71	20241106	20101105	          9.68	--  	--  	137.45	71.79	          0.31	47.55	75.10	25.08	3.44	44.56	14.65	28.79	22.36	0.24	2.94	63.94	50.64	5.77	-0.09	5.67	5.28	5.33	4.10	58.12	7.44	-5.77	101931.00	          7627	19.59万	3.08	14.31	          3.46	33.39	3.89	0.38	0.550㈢	          7.42	          0.30	          6.01	          0.77	         52.23	   7.43㈢	         20.80	          9.03	          8.26	5.13	12591	300136	--  	--  	--  	
300140	节能环境	-0.75	6.58	-0.05	6.58	6.59	201573	1173	0.30	          1.98	6.58	6.75	6.52	6.63	    23.04	13376.62	  1.11	固废治理	陕西	3.47	6.64	104953	96620	  1.09	0.00	207	283	--  	-12.22	          0.51	          0.04	77.22	0.00	   0.00	23157.73	32.18	-0.14	0.14	--  	          0.01	--  	1.46	--  	--  	         10.20	         67.12亿	        203.92亿	  0.54	   3126	-3	-1.78	-3.38	-2.66	-2.08	1.54	48.87	-10.48	1.39	-9.98	1	    6.16亿	          3.27	         40.56亿	         -1.55亿	30.01	29.02	1.31	-1.79	MACD死叉	1	12	11	-0.75	1.81	-1.66	0.15	-2.52	0.92	20241024	20101112	         30.99	--  	--  	312.19	138.05	          4.26	54.42	96.68	82.20	126.91	46.55	26.25	5.29	44.66	2.20	83.08	43.18	26.86	8.00	-0.01	8.04	6.85	6.64	6.48	23.18	15.63	-29.97	25817.00	         23876	15.71万	-3.39	-8.49	          1.48	13.05	4.72	0.90	0.210㈢	          4.45	          2.68	          0.75	          0.50	         44.22	   4.81㈢	         37.80	         18.52	         15.86	1.42	4632	300140	--  	--  	--  	
300142	沃森生物	-3.40	13.08	-0.46	13.07	13.08	533968	4242	0.38	          3.42	13.44	13.52	12.92	13.54	    61.20	70307.17	  1.10	疫苗	云南	4.43	13.17	250549	283419	  0.88	0.00	990	739	--  	-12.95	          0.93	          0.07	554.85	0.00	   0.00	152493.72	213.16	-0.43	0.14	--  	          0.01	--  	2.10	--  	--  	         15.59	        203.94亿	        209.19亿	 -2.10	   4437	-2	-5.58	-8.79	-9.36	-12.03	-12.62	29.12	-41.68	-11.62	-44.34	2	   15.59亿	          3.42	        203.94亿	         -7.36亿	176.96	51.63	1.50	-6.24	跌破BOLL下轨	1	10	11	-0.74	-0.15	-4.58	-2.73	-3.25	1.24	20241026	20101112	         15.99	--  	--  	150.04	95.90	         21.40	21.82	73.98	19.88	10.13	23.90	36.23	9.09	27.15	0.43	45.49	21.41	4.41	2.86	0.05	3.74	3.51	2.56	2.24	31.43	5.59	-7.31	117751.00	         13242	17.32万	-53.67	-32.19	          2.18	37.40	9.77	0.07	0.160㈢	          6.00	          2.84	          1.97	          0.35	         63.92	   2.67㈢	         79.42	         13.36	         16.37	4.31	2388	300142	--  	--  	--  	
300144	宋城演艺	0.49	10.35	0.05	10.35	10.36	1225541	7684	-0.95	          5.20	10.65	10.80	10.21	10.30	    20.20	128986.66	  1.56	旅游景区	浙江	5.73	10.52	630751	594790	  1.06	0.00	851	359	--  	53.60	          0.87	          0.14	795.28	0.00	   0.00	116600.74	2645.03	0.00	2.27	--  	          0.16	--  	2.14	--  	--  	         23.56	        243.82亿	        271.45亿	  1.78	   4560	5	0.10	4.03	8.95	7.15	11.06	42.76	2.48	9.64	5.93	1	   15.44亿	          7.94	        159.85亿	          1.31亿	243.83	--  	1.27	2.27	-- -- 	4	8	11	3.40	4.85	-0.87	2.14	-4.17	1.37	20241210	20101209	         26.23	--  	--  	98.04	80.52	          3.05	14.76	40.65	26.87	9.43	7.01	36.73	0.08	0.05	1.16	13.56	20.13	5.66	12.38	0.30	12.31	10.40	10.08	9.94	35.65	13.20	7.94	81856.00	         18867	19.53万	28.04	24.46	          3.37	20.56	13.48	0.97	0.390㈢	          3.07	          0.52	          1.36	          0.50	         82.13	  12.52㈢	         71.87	         61.50	         51.64	0.27	1166	300144	--  	--  	--  	
300146	汤臣倍健	-0.38	13.24	-0.05	13.24	13.25	288582	1662	0.08	          2.55	13.43	13.48	13.16	13.29	    19.44	38443.95	  0.73	保健品	广东	2.41	13.32	147435	141147	  1.04	0.00	823	599	--  	53.06	          0.76	          0.05	220.05	0.00	   0.00	76048.35	325.41	0.07	0.43	--  	          0.03	--  	0.50	--  	--  	         11.30	        149.61亿	        225.19亿	  0.92	   3982	-2	-1.63	-0.30	4.17	3.36	3.68	22.60	-21.52	5.75	-17.92	0	    9.52亿	          3.03	        126.09亿	         -0.85亿	31.67	12.94	1.12	0.00	-- -- 	14	14	11	1.05	1.43	-0.98	0.23	-1.78	0.61	20241026	20101215	         17.01	--  	--  	135.52	113.25	          0.45	16.11	68.19	19.13	6.10	18.27	23.81	6.65	3.19	3.60	61.56	57.34	18.39	10.25	0.49	10.50	8.62	8.69	8.07	29.17	3.41	-9.40	69172.00	         13768	18.23万	-54.31	-26.33	          1.99	66.03	3.93	6.71	0.510㈢	          6.66	          3.62	          1.72	          0.20	         83.57	   7.67㈢	         67.93	         17.88	         15.04	1.16	3745	300146	--  	--  	--  	
300207	欣旺达	-2.24	22.65	-0.52	22.65	22.66	285293	2111	-0.12	          1.67	23.21	23.26	22.46	23.17	    25.87	65097.09	  0.94	锂电池	深圳	3.45	22.82	142164	143129	  0.99	0.00	803	285	--  	40.34	          0.83	          0.04	478.14	0.00	   0.00	67608.73	287.34	-0.29	0.43	--  	          0.01	--  	0.83	--  	--  	         17.12	        387.70亿	        418.08亿	 -0.95	   4347	-2	-1.95	-3.66	-3.50	-5.19	-3.33	42.36	57.73	-0.91	54.72	1	   13.12亿	          2.17	        297.12亿	         -9.60亿	28.80	39.74	1.60	-2.71	-- -- 	10	8	2	0.17	0.39	-3.06	-1.51	-2.62	0.85	20241122	20110421	         18.46	--  	--  	852.49	235.47	         85.60	62.34	440.91	161.25	7.03	385.68	174.11	84.06	143.02	8.82	151.25	382.79	321.48	6.90	0.25	7.02	5.53	12.12	11.63	60.77	26.17	-34.14	112449.00	         11666	26.42万	50.84	11.54	          1.79	15.98	1.09	0.52	0.660㈢	         12.65	          8.19	          3.29	          1.42	         27.62	   5.15㈢	         16.02	          1.80	          1.45	22.68	47448	300207	--  	--  	--  	
300212	易华录	-2.98	25.42	-0.78	25.42	25.43	163946	1602	0.24	          2.35	25.99	26.25	25.25	26.20	--  	42060.71	  0.78	行业应用软件	北京	3.82	25.66	89715	74231	  1.21	0.00	68	75	--  	-4.85	          1.05	          0.08	407.23	0.00	   0.00	57723.93	293.43	0.00	0.51	--  	          0.02	--  	1.28	--  	--  	          6.98	        177.48亿	        183.00亿	 -1.68	   3961	-3	-3.96	-7.46	-5.22	-5.99	1.60	71.18	-28.76	-5.71	-19.17	1	    4.53亿	          3.62	        115.08亿	         -5.62亿	--  	--  	1.56	-5.01	MACD死叉	1	10	2	-0.80	0.19	-3.63	-2.06	-3.16	0.67	20241212	20110505	          7.20	--  	--  	125.53	29.82	          5.18	72.12	69.51	12.26	7.29	69.84	4.07	4.05	15.71	1.11	34.54	4.32	4.29	-6.02	-1.37	-6.02	-6.08	-6.13	-6.09	-13.66	-3.26	-3.24	72967.00	          6204	15.77万	-13.60	-38.57	          6.14	-56.15	42.39	0.00	-0.850㈢	          4.14	          4.80	         -1.90	         -0.45	         23.75	 -20.56㈢	          0.73	       -139.51	       -140.87	0.15	1088	300212	--  	--  	--  	
